uniq_id,initial_sal_,final_sal,mean_salary,period,period_cond,job,job_type,city,state,organization_,org_desc,sector_,sector_level,benefits
ea722c991c6d3816965702948e320cb6,4000000.0,5000000.0,4500000.0,year,salar,commercial lines account mgr ,full time,ocean, nj 07712,Insurance,,Experienced,(Non-Manager),
633d5b71056e9e6a805e76f897c3195f,0.0,0.0,0.0,,,dispute advisory associate ,full time,houston, tx,Accounting, Auditing Services,Administrative/Clerical,,
667e0f1a3b646a3d9abd7ac096868b2c,0.0,0.0,0.0,,,development associate ,full time,houston, tx,Real,Estate Property Management,Experienced,(Non-Manager),
3c2f7c555173e04db07a96b23c1be974,1375.0,1675.0,1525.0,hour,yea,local,full time,denver, co 80216,Walter,Industrial  Sanitary Supply,Experienced,(Non-Manager),end bonus
2f9e2894fbff2bddd6864444b9a81e75,0.0,0.0,0.0,,,salon coordinator ,part time,fargo, nd,Other,Not Classified,Customer,Support/Client Care,
f6427362e1064e70ad9a223942a588a6,0.0,0.0,0.0,,,quality engineer,full time,quality engineer,,Durham, NC,Engineering,,
e7ff8cfdb20f6dc7dc442ccd212d7aa7,0.0,0.0,0.0,,,director,full time,canton, oh 44718,Nonprofit,Charitable Organizations,Manager,(Manager/Supervisor of Staff),
95789a11a9491977f731342425d4d6ce,0.0,0.0,0.0,,,scheduler,full time,plano, tx 75023,Printing, Publishing,Experienced,(Non-Manager),
a08a3b7173c7481a687ef30d2d2fb554,0.0,0.0,0.0,,,proposal technical writer ,full time,arlington, va 22209,Computer,Software,Editorial/Writing,,
a309736fa99da07b91f267531a24f924,0.0,0.0,0.0,,,commercial construction superintendent,full time,denver, co 80002,Construction,  Residential  Commercial Office,Manager,(Manager/Supervisor of Staff),
84422981a6356a19a6a4b53aa460e028,3500000.0,4500000.0,4000000.0,year,,designer d ,full time,bethlehem, pa 18017,Manufacturing,  Other,Experienced,(Non-Manager),
9dc0503aeddfe5f4eff7492f47281ffa,0.0,0.0,0.0,,,validation engineer ,full time,andover, ma 01810,Biotechnology,Pharmaceuticals,Engineering,,
52f7d4572c2b5123b99b03b2bb9dd239,0.0,0.0,0.0,,,journal production editor ,full time,philadelphia, pa 19106,Printing, Publishing,Experienced,(Non-Manager),
348cbd3083dc417b90c49a55c7ae019e,0.0,0.0,0.0,,,application support ,full time,denver, co,Computer,IT Services,Experienced,(Non-Manager),
e604181adbc6c97d99ea4d555c09fbf5,401.0,0.0,401.0,,,project estimator,full time,houston, tx 77040,Construction,  Industrial Facilities  Infrastructure,Experienced,(Non-Manager),
3ddf02ca620d71fb77517ec4dc47a77f,0.0,0.0,0.0,,,custom development engineer ,full time,greenville, sc,Healthcare,Services,Engineering,,
5091d726fbce4a824fe6a1d49458ad4a,0.0,0.0,0.0,,,scrum master ,full time,denver, co,Computer,IT Services,IT/Software,Development,
e52d5e30ecdf97dd64a44f45bfc2032b,0.0,0.0,0.0,,,financial advisor ,full time,houston, tx,Banking,,Sales/Retail/Business,Development,
c639b20ed01b45b3f3aff1ef58a5d9ce,0.0,0.0,0.0,,,personal banker ,full time,denver, co,Banking,,Experienced,(Non-Manager),
55921bac6a43cc7665dc240466d9a625,3100000.0,3300000.0,3200000.0,year,,customer service rep ,full time,denver, co,Manufacturing,  Other,Experienced,(Non-Manager),
ed3a0136b8c7b78144c18124d9d3263f,0.0,0.0,0.0,,,customer service rep ,part time,lansing, mi 48911,Travel, Transptation  Tourism,Customer,Support/Client Care,
7360cf3dfe7a22d8dfc4badd53cf13fb,0.0,0.0,0.0,,,registered nurse,full time,houston, tx,Healthcare,Services,Medical/Health,,
bc86f3a00090a77ba5e4fcf10537c2cb,0.0,0.0,0.0,,,registered nurse,full time,registered nurse icu full time days - kindred hospital town and country ( job number: 259725 ) description it's simple. you want to work in a healthcare setting where you are valued and appreciated - where you receive respect from your superiors and co-workers as well as the patients/residents you treat. you want to be challenged by your job without being overwhelmed by it.  you want to play an instrumental role in helping a patient recover, sometimes against strong odds,Healthcare,Services,Medical/Health,,
2d104bbd93a493c59478dbf9e94ae21f,0.0,0.0,0.0,,,qa testing analyst ,full time,denver, co,Computer,IT Services,IT/Software,Development,
c1d50f905549881b0c80895533bffb2f,0.0,0.0,0.0,,,writer,full time,fort myers, fl 33901,Legal,Services,Experienced,(Non-Manager),
e721f028a907b34a8074391e62c6752e,0.0,0.0,0.0,,,service writer,full time,dania, fl 33004,Marine,Mfg  Services,Experienced,(Non-Manager),
4b8d7a4b2f7449a446a423a47fab633c,0.0,0.0,0.0,,,event promotions,full time,houston, tx 77057,RetailAdvertising, PR ServicesBusiness Services   Other,Marketing/Product,,
49a1a04c04f89e53090903634b220774,0.0,0.0,0.0,,,experienced registered nurse,full time,experienced registered nurse-critical care/icu - float pool - kindred hospitals - houston texas area ( job number: 253748 ) description it's simple. you want to work in a healthcare setting where you are valued and appreciated - where you receive respect from your superiors and co-workers as well as the patients/residents you treat. you want to be challenged by your job without being overwhelmed by it.  you want to play an instrumental role in helping a patient recover, sometimes against strong odds,Healthcare,Services,Medical/Health,,
54dc9611cf656d3261364305193ee9af,0.0,0.0,0.0,,,service mgr ,full time,denver, co 80216,Rental,ServicesBusiness Services   OtherOther Not Classified,Sales/Retail/Business,Development,
8c3ae1fe9e8478776a0ae0bf9e7751b5,0.0,0.0,0.0,,,technical writer ,full time,long island city, ny 11101,Manufacturing,  Other,Experienced,(Non-Manager),
f884de2958f94e4ad417aefcacd350c7,1700.0,2200.0,1950.0,hour,,maint mechanic ,full time,willoughby hills, oh 44092,Manufacturing,  Other,Experienced,(Non-Manager),
3a2b07088cad0b400deeed6e29787197,0.0,0.0,0.0,,,lead teacher ,full time,houston, tx 77089,Education,,Education/Training,,
fd8ae1e47a0eb5f1553bfe7571adb3f7,0.0,0.0,0.0,,,grocery store department team leaders ,full time,houston, tx,Retail,,Entry,Level,
6f6e952b8b0a2bb55e9feada54db2347,0.0,0.0,0.0,,,multibed tech ,full time,deer park, tx,Other,Not Classified,Other,,
2c245cd613ea74d1c076f8e027f6d734,5600000.0,6400000.0,6000000.0,year,highl,sommeliers,full time,denver, co,All,,Manager,(Manager/Supervisor of Staff),"competitive base salary plus lucrative bonus plan, benefit package, in a highly diverse, very successful company! performance based upward mobility assured.​ do not hesitate, apply today.​ grow with this nationally present, dynamic restaurant group"
c8d4793a041484771cca9c30491ac025,4500.0,5000.0,4750.0,hour,,contract mechanical,part time,telecommute,,Marine,Mfg  Services,Experienced,(Non-Manager),
5a6b64545a8eeadb1a18feb0588daf93,0.0,0.0,0.0,,,registered nurse,full time,registered nurse icu full time nights - kindred hospital town and country ( job number: 254990 ) description it's simple. you want to work in a healthcare setting where you are valued and appreciated - where you receive respect from your superiors and co-workers as well as the patients/residents you treat. you want to be challenged by your job without being overwhelmed by it.  you want to play an instrumental role in helping a patient recover, sometimes against strong odds,Healthcare,Services,Medical/Health,,
1127457851cf28d79a39fd4b35867982,0.0,0.0,0.0,,,principal cyber security engineer ,full time,houston, tx,Computer,SoftwareComputer IT Services,IT/Software,Development,
a7f2ab5f59b7a5881fd74e8e1060da34,0.0,0.0,0.0,,,systems engineer,full time,los angeles, ca,Engineering,Services,Engineering,,
986f2fb10575a7643fdcd41301c52c4d,0.0,0.0,0.0,,,software education course designer ,full time,houston, tx 77040,AllComputer,HardwareComputer Software,Education/Training,,
c8809c7fd620d50614d601f3c49b7e52,7500000.0,13000000.0,10250000.0,year,generou,technical sales,full time,houston, tx,Financial,Services,Experienced,(Non-Manager),commission plan
de91f7198b39d59987c652990c920d76,0.0,0.0,0.0,,,support agent,full time,racine, wi 53404,CNH,Industrial,Engineering,,
3048cd3f183104b64597a0be25b1c445,0.0,0.0,0.0,,,underwriter,full time,pasadena, ca,Banking,,Experienced,(Non-Manager),
e86c60634e21bf7e9e4d897e178da765,0.0,0.0,0.0,,,bilingual newborn photographer,part time,houston, tx,Retail,,Sales/Retail/Business,Development,
48b975d642803ab6c201b1b59adb5dbf,0.0,0.0,0.0,,,business analyst ,full time temporary,business analyst,,Houston, TX,IT/Software,Development,
019e1a6a6dd219c757275b58caa3b9c0,0.0,0.0,0.0,,,technical writer ,full time,austin, tx 78756,All,,Experienced,(Non-Manager),
d5fc3473ab5b7e8c3b15859974d61f95,4500000.0,0.0,4500000.0,,,entry level administrative assistant with opportunity for growth ,full time,denver, co 80202,Other,Not Classified,Experienced,(Non-Manager),
8269f9014fe3adfe2ebbdae58921b6ae,0.0,0.0,0.0,,,field pm,full time,houston, tx 77064,Construction,  Industrial Facilities  Infrastructure,Manager,(Manager/Supervisor of Staff),
55addf3dddd78e335f4463938eb8c29d,0.0,0.0,0.0,,,estimator,full time,gilberton, pa 17934,Manufacturing,  Other,Experienced,(Non-Manager),
004e158984e36127d06f028766124095,0.0,0.0,0.0,,,account executive ,full time,denver, co 80231,All,,Entry,Level,
b96b0f447401c7f7730cec24e95e365c,0.0,0.0,0.0,,,editor,full time,new york, ny 10013,Printing, Publishing,Editorial/Writing,,
c76459c6a16425dcf473a4ccf5bdee33,0.0,0.0,0.0,,,enrollment agent i,full time,denver, co,Computer,Software  Computer IT Services,Customer,Support/Client Care,
78fbaa3187a9a3d213408fb85d083eb0,0.0,8500000.0,8500000.0,year,,sba business development officer ,full time,englewood, co 80112,Banking,,Experienced,(Non-Manager),
42b6b5f9d7551868145e4a009f9135c6,0.0,0.0,0.0,,,electronics engineer  ,full time,glendale, oh 45246,Engineering,Services,Experienced,(Non-Manager),
cac3cc39d33bd24371f37a9621d3fdc2,0.0,0.0,0.0,,,certified sterile processing tech ,full time,denver, co,Healthcare,Services,Medical/Health,,
21ac4bf95d3ca0800b5dd7b234cc4195,0.0,0.0,0.0,,,construction superintendent ,full time,greenwood village, co 80111,Real,Estate Property Management,Experienced,(Non-Manager),
ed1ca00bd2c23bc79e3cc7a22c4ef469,0.0,0.0,0.0,,,associate director,full time,denver, co,Healthcare,Services,Executive,"(SVP, VP, Department Head, etc)",
dbb09ad30dfdfacaf8f7e8f6a344c240,0.0,0.0,0.0,,,electric operations engineer ,full time,46052,,Energy, Utilities,Experienced,(Non-Manager),
c84af88e9051234255afba09613c4718,0.0,0.0,0.0,,,project estimator,full time,houston, tx 77040,Construction,  Industrial Facilities  Infrastructure,Experienced,(Non-Manager),
43cc7dd024a280e2f279b6952c534a27,0.0,0.0,0.0,,,technical training developer ,full time,round rock, tx 78682,All,,Editorial/Writing,,
0405aaa87456bb11407f780bd5688132,0.0,0.0,0.0,,,editorial internship,full time intern,new york, ny 10013,Printing, Publishing,Editorial/Writing,,
f2a87075b3c8b9de5bd9c574718e24e6,0.0,0.0,0.0,,,facility automation monitoring mgr ,full time,youngstown, oh 44515,All,,Manager,(Manager/Supervisor of Staff),
72ad4d4b476232353a76467587a1408e,0.0,0.0,0.0,,,construction project engineer ,full time,denver, co 80019,Construction,  Residential  Commercial Office,Entry,Level,
bd19a7c569efa4bfc2e493c0e03ddfa4,0.0,0.0,0.0,,,engineer ,full time,19904,,Waste,Management,Entry,Level,
047c53ea5122a2821a134586256dc36d,6000000.0,11000000.0,8500000.0,year,,superintendent ,full time,houston, tx,Construction,  Industrial Facilities  InfrastructureConstruction   Residential  Commercial Office,Building,Construction/Skilled Trades,
56a3eddfac23ab7ad7929c6202d60519,0.0,0.0,0.0,,,process engineer ,full time,auburn, in 46706,Automotive, Parts Mfg,Experienced,(Non-Manager),
81059abda69c0cfca062d718880f74fd,0.0,0.0,0.0,,,technical support engineer ,full time,cambridge, ma 02139,Computer,IT Services,Experienced,(Non-Manager),
23f540dd068d441d3b69577698687694,0.0,0.0,0.0,,,technical services rep ,full time,wylie, tx 75098,All,,Engineering,,
4bdb37e7a38b977ab6fbf4f57b03b603,5000000.0,10000000.0,7500000.0,year,,drywall estimator ,full time,houston, tx,Construction,  Industrial Facilities  InfrastructureConstruction   Residential  Commercial Office,Building,Construction/Skilled Trades,
debaedf9a5d2eb7ae49941f35d155bb3,0.0,0.0,0.0,,,content developer,full time,natick, ma,Education,,Experienced,(Non-Manager),
d4969418f2bc776554e9f35cea6fd56e,0.0,0.0,0.0,,,general sales mgr,full time,wheat ridge, co 80002,Construction,  Residential  Commercial Office,Executive,"(SVP, VP, Department Head, etc)",
ce07a03b6d309d11388fd87c20b91e2e,0.0,0.0,0.0,,,personal banker ,full time,houston, tx,Banking,,Experienced,(Non-Manager),
5c2240712894d005428ce5c07f1566c7,0.0,0.0,0.0,,,editorial director,full time,new york, ny 10013,Printing, Publishing,Editorial/Writing,,
7ea8e37e8cd757efa5b5ec7021683e3c,0.0,0.0,0.0,,,manufacturing engineer ,full time,vonore, tn,Manufacturing,  Other,Experienced,(Non-Manager),
91237f427f0dd36802efe366adb2f54d,0.0,0.0,0.0,,,maint tech ,full time,aurora, co 80011,Manufacturing,  Other,Installation/Maintenance/Repair,,
a173817208f99313a6f6509da4ee306f,0.0,0.0,0.0,,,outside sales rep ,full time,houston, tx,Construction,  Residential  Commercial Office,Experienced,(Non-Manager),
eb3367b05d4441f1e5ef2f6ada9e666b,0.0,0.0,0.0,,,machine operator,full time,portage, wi,Other,Not Classified,Engineering,,
43f24059402b0fe9bc76950715c4eafc,0.0,0.0,0.0,,,commercial litigation paralegal ,full time,englewood, co 80112,Legal,Services,Experienced,(Non-Manager),
6d8a7d4329b639d0fd01fdae74ad838b,0.0,0.0,0.0,,,associate,full time,job description : want more than just a job? join forever 21’s retail operations team and showcase your fashion retail skills while working with our exceptional retail staff!position: associate, visualdepartment: remote - store operationsreports to: lead,Retail,,Experienced,(Non-Manager),
b0bba74fcfcb0fad737221bab9e15107,0.0,0.0,0.0,,,administrative assistant full time,full time,administrative assistant full time - kindred hospital med center ( job number: 272275 ) description it's simple. you want to work in a hospital setting where you are valued and appreciated - where you receive respect from your superiors and co-workers as well as the patients you treat. you want to be challenged by your job without being overwhelmed by it.  you want to play an instrumental role in helping a patient recover, sometimes against strong odds,Healthcare,Services,Administrative/Clerical,,
95307be37377689c24742285e229ce02,0.0,0.0,0.0,,,personal banker ,full time,denver, co,Banking,,Experienced,(Non-Manager),
f75e9acecdad3e7cd7671c972d745991,4000000.0,0.0,4000000.0,year,,entry level customer consultant ,full time,philadelphia, pa,AllRetailBusiness,Services   Other,Customer,Support/Client Care,
6b249094bc8f1983eb1a130601a064fe,0.0,0.0,0.0,,,tooling engineer ,full time,49601,,Manufacturing,  Other,Experienced,(Non-Manager),
3b116d68d9d67e21a188213394948507,0.0,0.0,0.0,,,process manufacturing engineer ,full time,harrisburg , pa,Other,Not Classified,Engineering,,
bd8b23f37dfcabd86f7aa0c1c638acf5,0.0,0.0,0.0,,,property mgr ,full time,denver, co 80237,Real,Estate Property Management,Experienced,(Non-Manager),
926f34d56cf936d55297d0c2542e7e7e,0.0,0.0,0.0,,,sales associate ,part time,blaine, mn,Other,Not Classified,Customer,Support/Client Care,
650d124876d0e4af93a5ece6dd3f28b9,0.0,0.0,0.0,,,design engineer ,full time,ca 93015,,Manufacturing,  Other,Experienced,(Non-Manager),
a0fbf964c11515a3c59afe0cfcc7c2c6,0.0,0.0,0.0,,,registered nurse,full time,registered nurse imu full time nights - kindred hospital medical center ( job number: 256495 ) description it's simple. you want to work in a healthcare setting where you are valued and appreciated - where you receive respect from your superiors and co-workers as well as the patients/residents you treat. you want to be challenged by your job without being overwhelmed by it.  you want to play an instrumental role in helping a patient recover, sometimes against strong odds,Healthcare,Services,Medical/Health,,
d016cb3d98b2730e2958aeeeef9c9709,0.0,0.0,0.0,,,contract specialist ,full time temporary,east hartford, ct,Aerospace, DefenseGovernment  Military,Editorial/Writing,,
529415fbb31f64bdddf069cf8a3e6beb,0.0,0.0,0.0,,,drafting ,full time,edison, nj 08817,Manufacturing,  Other,Experienced,(Non-Manager),
13b2d9abf8ee8a5e07ab4b1a306ff04e,0.0,0.0,0.0,,,consumer underwriter ,full time,houston, tx 77072,Banking,,Banking/Real,Estate/Mortgage Professionals,
f02f6ff2447f81346ba0605771585dc2,0.0,0.0,0.0,,,mclaren,full time,« back learn more mclaren/filenet developer job #:  654941contact: chris barrycbarry@apexsystemsinc.com title: mcclaren/filenet developerlocation: houston, txduration: 3 month contract-to-hire essential job duties:responsible for the implementation,Computer,IT Services,Experienced,(Non-Manager),
0cf21bbf60a2b17b3fe5271be78a39b2,0.0,0.0,0.0,,,structural engineer ,full time,ashburn, va 20147,Architectural, Design Services,Experienced,(Non-Manager),
b9deccafeb1ff876a539fed05f859cd5,0.0,0.0,0.0,,,tax sr ,full time,houston, tx,Accounting, Auditing Services,Accounting/Finance/Insurance,,
a2ed60800e7ca554b4d23ca32680b373,6900000.0,10100000.0,8500000.0,year,,packaging engineer ,full time,packaging engineer,,Chicago, IL 60661,Engineering,,
94b49d291a16d01b27378ca97e653910,0.0,0.0,0.0,,,field supervisor,full time,deer park, tx,Other,Not Classified,Other,,
907de5ab97343f7fa148b73e5c4d7b94,0.0,0.0,0.0,,,journal development editor ,full time,new york, ny 10013,Printing, Publishing,Editorial/Writing,,
0cabe2d9cf1bcf6d9b767970770428b3,0.0,0.0,0.0,,,field tech,full time,knoxville, tn,Electronics, Components   Semiconduct Mfg,Experienced,(Non-Manager),
55ebe167cebf7fa9384e97ac96da1ad8,0.0,0.0,0.0,,,pm ,full time,solon, oh 44139,Industrial,Manufacturing Engineering,Engineering,,
a47ef3282e17d37601be68a3d3160896,0.0,0.0,0.0,,,business ,full time,portland, or 97201,Computer,Hardware Computer Software Computer IT Services,Experienced,(Non-Manager),
1221f2a987f0ac1fde244f2c1443d00f,0.0,0.0,0.0,,,construction pm ,full time,charlotte, nc,Computer,IT Services,Experienced,(Non-Manager),
ed4b451c99ecd2b323a8820b77d175bc,0.0,0.0,0.0,,,construction inspector ,full time,« back learn more construction inspector job #:  670287apex systems is currently seeking fiber inspectors with hands on osp experience for a 12 months contract to hire opportunity in upstate n.y. locations listed below. candidates will be asked to service their local area and within a 40 mile radius. candidates must be able to pass a 7 year criminal background check, drug test,Computer,IT Services,Experienced,(Non-Manager),
320f8951251c4303b303b7003a87e29a,0.0,0.0,0.0,,,pc tech ,full time,location:,,Computer,IT Services,IT/Software,Development,
9209a1de40d884f02dc60ec593629aef,0.0,0.0,0.0,,,desktop tech  ,full time,romeoville, il 60446,All,,Experienced,(Non-Manager),
7e9f703e2cbb7b2728ce261ccc93f9fe,0.0,0.0,0.0,,,enrollment agent i,full time,san francisco, ca,Computer,Software  Computer IT Services,Customer,Support/Client Care,
775e84d2922f1cebb4376a5d20075de6,0.0,0.0,0.0,,,leading provider for disability,full time,owensboro, ky 42303,Other,Not Classified,Experienced,(Non-Manager),
776bd5c4c2412714ed9f1ac098470aac,1500.0,1900.0,1700.0,hour,,customer,full time,anaheim, ca,Aerospace, DefenseManufacturing   Other,Administrative/Clerical,,
3e5cb140f5430a8f59ea1a3fda516b4e,0.0,0.0,0.0,,,enrollment agent i,full time,minnesota, mn,Computer,Software  Computer IT Services,Customer,Support/Client Care,
a82796adb443e7e73226381d00d8d88b,0.0,0.0,0.0,,,enrollment agent i,full time,denver, co,Computer,Software  Computer IT Services,Customer,Support/Client Care,
62eb60dd27d717c07d96205c01ef7788,0.0,0.0,0.0,,,enrollment agent,full time,natick, ma,Computer,Software  Computer IT Services,Customer,Support/Client Care,
eb0eeb66588c87d38dc7451402af7bfb,0.0,0.0,0.0,,,enrollment agent,full time,tampa, fl,Computer,Software  Computer IT Services,Customer,Support/Client Care,
64a597e5dd17740aadf4b0e8047b51a5,1500.0,2100.0,1800.0,hour,,insurance sales,full time,eden prairie, mn 55344,Insurance,,Accounting/Finance/Insurance,,
2c6716599c19eacb1ada9b2369394fc5,0.0,0.0,0.0,,,enrollment agent i,full time,houston, tx,Computer,Software  Computer IT Services,Customer,Support/Client Care,
0f0240aa95233e898c2b4638374eb16e,0.0,0.0,0.0,,,state tested nurses assistant,full time,blue ash, oh 45242,Healthcare,Services,Medical/Health,,
785c52a3a557f6abfa6558e3312071de,0.0,0.0,0.0,,,entry level sales ,,cincinnati, oh 45241,Retail;Management,Consulting Services;Business Services   Other,Customer,Support/Client Care,
ff0a14d110ed158f7177fd3f7442689d,1300.0,1600.0,1450.0,year,,jr systems admin ,full time,clifton, oh 45220,Computer,IT Services,Administrative/Clerical,,
fa042fcc366cd36567657f7631fd4fd8,0.0,0.0,0.0,,,licensed practical nurse,full time,blue ash, oh 45242,Healthcare,Services,Medical/Health,,
e825c5c59ce0bb87e58c23a1d3b3eb3a,0.0,0.0,0.0,,,sales,full time,job overview,,Energy, Utilities Manufacturing   Other Business Services   Other,Entry,Level,
b0b2364bf010f33b537112ecb7a67d92,0.0,0.0,0.0,,,security guard ,full time,lancaster, oh 43130,Security, Surveillance,Security/Protective,Services,
cc6b593cb0051967ec87ac5a2ac48326,0.0,0.0,0.0,,,legal administrative assistant,full time,west des moines, ia 50266,Other,Not Classified,Experienced,(Non-Manager),
e35c5286959cf51571421b157c27e6a3,0.0,0.0,0.0,,,security specialists,full time,san diego, ca 92136,Aerospace, Defense;Government  Military;Security  Surveillance,Administrative/Clerical,,
c521d7c96a4d1f0a4964384759303eb0,0.0,0.0,0.0,,,registered nurse,full time,dallas, tx,Healthcare,Services,Medical/Health,,
a03cc81b215aeae20638fafeba50bf1e,0.0,0.0,0.0,,,patient care tech,full time,dallas, tx,Healthcare,Services,Medical/Health,,
b5aca508a917961c9b62b1c974caa42c,0.0,0.0,0.0,,,quality assurance mgr ,full time,  job tracking id:  ktts-17-043 location:   alexandria, va job type:  full-time/regular date updated:  january 11,Other,Not Classified,Business/Strategic,Management,
14d9601df689d69c56c2be5577dba06e,2500000.0,5700000.0,4100000.0,year,,restaurant mgr,full time,bojangles’ is expanding and opening new locations across the southeast!  currently located in over 715 locations in 12 states throughout the eastern u. s. with new locations coming to the middle tennessee area! at bojangles’ we are proud to be growing great leaders........one biscuit at a time!  we are opening new locations in the charlotte area soon and have opportunities for experienced restaurant managers (unit directors, general managers,RetailRestaurant,Food ServicesOther Not Classified,Food,Services/Hospitality,
